Lot.Area,Year.Built,X1st.Flr.SF,X2nd.Flr.SF,Gr.Liv.Area,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,TotRms.AbvGrd,Fireplaces,Garage.Area,Pool.Area
1300,1980,561,668,1229,1,1,2,1,5,1,462,0
13607,1986,1182,800,1982,2,1,3,1,6,1,501,0
17597,1971,2365,0,2365,2,0,3,1,7,2,551,0
21695,1988,1680,0,1680,2,0,3,1,5,1,540,0
10690,1920,672,672,1344,1,0,3,1,6,0,468,0
8660,1900,928,928,2168,2,0,5,1,11,0,576,0
6402,1920,596,596,1192,1,0,3,1,6,0,189,0
8470,1915,1013,0,1526,1,0,2,1,6,0,0,0
10200,1925,572,0,572,1,0,2,1,4,0,200,0
3843,2007,1648,0,1648,2,0,2,1,5,1,482,0
21780,1910,810,0,810,1,0,1,1,4,0,280,0
10125,2000,1040,1012,2052,2,1,3,1,7,1,642,0
12822,2003,1518,631,2149,1,1,1,1,6,1,670,0
12118,2004,1710,0,1710,2,0,3,1,7,1,550,0
12209,2001,804,1157,1961,2,1,3,1,7,1,560,0
9750,1977,926,0,926,1,0,2,1,5,1,351,0
9360,1977,1287,0,1287,1,1,2,1,5,2,541,0
10125,1977,1302,432,1734,2,0,4,2,8,0,539,0
9947,1990,1217,0,1217,2,0,3,1,6,0,497,0
11070,1991,1595,0,1595,2,0,2,1,5,0,672,0
14375,1958,1344,0,1344,1,0,3,1,7,1,525,0
215245,1965,2036,0,2036,2,0,3,1,8,2,513,0
12898,2007,1620,0,1620,2,0,2,1,6,1,912,0
13159,2009,846,846,1692,2,1,3,1,6,0,650,0
13438,2008,2036,0,2036,2,0,3,1,9,1,780,0
14463,2008,1641,0,1641,2,0,3,1,7,0,885,0
8925,2007,1466,0,1466,2,0,3,1,7,0,610,0
11457,1988,1412,0,1412,2,0,3,1,6,1,576,0
9839,1980,1375,862,2237,2,1,3,1,7,1,440,0
14419,1987,1479,0,1479,2,1,3,1,7,1,578,0
6853,2001,1296,0,1296,2,0,2,1,6,0,471,0
9157,2003,1072,942,2014,2,1,3,1,9,0,486,0
14601,2006,1838,0,1838,2,0,2,1,8,1,765,0
12633,2007,1978,0,1978,2,0,2,1,7,1,920,0
12518,1968,1008,0,1008,1,0,3,1,6,0,384,0
21750,1960,1771,0,1771,1,0,3,1,9,1,336,0
4500,1998,1204,0,1204,2,0,2,1,5,0,412,0
4500,1999,1224,0,1224,2,0,2,1,5,0,402,0
1596,1973,526,462,988,1,0,2,1,5,0,297,0
9858,1968,874,0,874,1,0,3,1,5,0,288,0
1526,1970,630,0,630,1,0,1,1,3,0,286,0
13383,1969,1404,0,1404,2,0,3,1,7,1,504,0
1477,1970,630,0,630,1,0,1,1,3,0,286,0
1533,1970,798,546,1344,1,1,3,1,6,1,0,0
2217,1970,546,546,1092,1,1,3,1,6,0,286,0
7689,1972,796,0,796,1,0,2,1,4,0,336,0
7706,1993,1091,0,1091,1,0,2,1,5,0,429,0
9101,1978,1110,0,1110,1,0,1,1,4,1,602,0
8780,1985,833,0,833,1,0,3,1,5,0,0,0
7669,1992,883,0,883,1,0,2,1,5,1,698,0
14115,1993,796,566,1362,1,1,1,1,5,0,480,0
10429,1992,624,663,1287,1,1,3,1,6,0,440,0
9819,1977,1567,0,1567,2,0,2,1,5,2,714,0
10457,1969,784,848,1632,1,1,4,1,7,1,898,0
11029,1958,1414,0,1414,1,0,3,1,6,1,601,0
12925,1970,2117,0,2117,2,1,4,1,7,2,550,0
11075,1969,1092,1020,2112,2,1,4,1,9,2,576,0
8702,1997,926,678,1604,2,1,3,1,7,1,470,0
8139,1995,680,790,1470,2,1,3,1,7,1,420,0
9535,1998,926,678,1604,2,1,3,1,7,0,472,0
9042,1998,943,695,1638,2,1,3,1,7,2,472,0
15038,1996,916,720,1636,2,1,3,1,7,1,386,0
14137,1996,1384,0,1384,2,0,3,1,7,0,404,0
21872,1996,729,717,1446,2,1,3,1,6,1,406,0
4923,2001,1593,0,1593,1,1,0,1,5,1,682,0
6264,1997,1682,0,1682,1,1,1,1,6,1,528,0
5395,1993,1337,0,1337,2,0,2,1,5,1,462,0
5070,1992,1280,0,1280,2,0,2,1,5,0,506,0
10839,1997,926,678,1604,2,1,3,1,7,1,470,0
11184,1998,932,701,1633,2,1,3,1,7,1,460,0
8000,1995,773,885,1658,2,1,3,1,8,1,431,0
10832,1994,1086,809,1895,2,1,3,1,7,1,409,0
14067,1991,851,858,1709,2,1,3,1,7,0,416,0
4671,1988,1228,0,1228,2,0,2,1,5,1,472,0
5950,1989,1337,0,1337,2,0,2,1,5,1,462,0
13543,2005,1168,1332,2500,3,1,5,1,9,1,683,0
11198,2005,1134,1370,2504,2,1,4,1,11,1,656,0
15401,2004,1884,0,1884,2,0,2,1,7,1,670,0
31220,1952,1474,0,1474,1,0,3,1,7,2,495,0
8118,2007,1710,0,1710,2,0,2,1,6,1,557,0
47280,1950,1488,0,1488,2,1,3,1,6,1,738,0
20544,1986,1236,857,2093,2,1,3,1,7,1,542,0
12680,1988,1688,0,1688,2,0,2,1,6,1,528,0
12090,1981,1422,0,1422,2,0,3,1,7,1,576,0
10825,1983,1260,0,1260,2,0,3,1,6,0,598,0
18559,1978,2064,0,2064,2,0,3,1,7,2,550,0
14450,1979,1782,0,1782,2,0,3,1,6,1,551,0
12227,1977,1542,1330,2872,2,1,4,1,11,1,619,0
13068,1976,1211,0,1211,2,0,3,1,6,1,461,0
15611,1977,1126,0,1126,2,0,3,1,6,0,540,0
10400,1980,1277,767,2044,2,1,3,1,7,1,489,0
9743,1969,720,588,1308,1,1,3,1,7,0,484,0
12511,1978,1420,1420,2840,2,1,4,1,8,2,1314,0
11361,1976,1523,0,1523,2,0,3,1,7,1,478,0
10400,1976,1444,0,1444,2,0,2,1,5,1,473,0
10480,1976,1098,866,1964,2,1,4,1,8,1,483,0
10000,1973,1178,0,1178,1,1,3,1,5,1,439,0
14311,1996,1236,1104,2340,2,1,4,1,9,1,787,0
9000,1974,896,896,1792,2,2,4,2,8,0,480,0
9750,1969,1054,0,1054,1,1,3,1,6,0,460,0
10295,1969,936,0,936,1,0,2,1,4,0,288,0
7560,1971,864,0,864,1,0,3,1,5,0,576,0
12735,1972,864,0,864,1,0,3,1,5,0,576,0
4060,1998,1337,0,1337,2,0,2,1,5,0,511,0
1680,1973,483,504,987,1,1,2,1,5,0,264,0
1680,1973,483,504,987,1,1,2,1,5,0,264,0
1890,1972,483,504,987,1,1,2,1,5,0,352,0
1869,1970,483,504,987,1,1,2,1,5,0,280,0
1680,1971,483,504,987,1,1,2,1,4,0,264,0
1680,1971,483,504,987,1,1,2,1,5,0,264,0
1680,1972,630,672,1302,2,1,3,1,6,0,264,0
4043,1977,1069,0,1069,2,0,2,1,4,0,440,0
2308,1975,855,601,1456,2,1,4,1,7,0,460,0
2529,1977,1055,0,1055,2,0,2,1,4,0,440,0
9477,1966,892,0,892,1,0,3,1,5,0,264,0
12444,2008,1932,0,1932,2,0,2,1,7,1,774,0
12474,2007,1742,590,2332,2,1,3,1,9,1,846,0
14803,2007,2084,0,2084,2,0,2,1,7,1,1220,0
14948,2008,1476,1237,2713,2,1,3,1,11,1,858,0
12704,2007,1582,0,1582,2,0,3,1,7,0,905,0
13891,2007,1710,0,1710,2,0,2,1,6,1,866,0
13693,2007,2464,0,2464,2,1,4,1,9,1,650,0
14418,2007,1950,0,1950,2,0,2,1,7,1,706,0
13418,2006,1850,898,2748,2,1,4,1,9,1,850,0
12539,2005,1632,1158,2790,2,1,4,1,10,1,1150,0
12151,2005,1414,917,2331,2,1,3,1,9,1,1003,0
8899,2007,948,1140,2088,2,1,4,1,10,1,656,0
10574,2004,1170,1162,2332,2,1,4,1,9,1,756,0
12720,2003,2470,0,2470,1,1,1,1,7,2,789,144
13688,2003,1572,1096,2668,2,1,3,1,10,2,726,0
10625,2003,1006,1040,2046,2,1,3,1,8,1,871,0
10845,2003,1575,0,1575,2,0,2,1,7,1,732,0
16900,2001,1515,1134,2649,2,1,4,1,10,1,746,0
16451,2003,1804,886,2690,2,1,4,1,9,1,795,0
10110,2008,1866,0,1866,2,0,2,1,7,1,870,0
8769,2008,1702,0,1702,1,1,1,1,7,1,1052,0
12304,2005,1367,0,1367,2,0,2,1,6,1,484,0
12677,2003,1518,0,1518,1,1,1,1,6,1,588,0
8849,2005,1684,0,1684,2,0,2,1,6,1,564,0
8232,2007,1800,0,1800,2,0,2,1,6,1,944,0
6240,2006,1342,0,1342,2,0,2,1,6,1,550,0
6240,2006,1342,0,1342,2,0,2,1,6,1,550,0
2448,2003,764,862,1626,2,1,2,1,6,0,474,0
2448,2003,764,862,1626,2,1,2,1,6,0,474,0
8198,2004,1358,0,1358,2,0,2,1,6,1,484,0
3940,2003,1455,0,1455,2,0,2,1,6,1,644,0
3940,2004,1576,0,1576,2,0,2,1,7,1,668,0
3182,2005,1504,0,1504,2,0,2,1,7,1,437,0
3182,2007,1266,0,1266,2,0,2,1,6,1,388,0
3710,2007,1246,0,1246,2,0,2,1,5,1,428,0
9024,2004,813,702,1515,2,1,3,1,8,1,393,0
7415,2004,864,729,1593,2,1,3,1,8,1,398,0
9587,2005,1166,0,1166,2,0,2,1,5,0,400,0
8029,2005,728,728,1456,2,1,3,1,8,0,400,0
8010,2002,840,880,1720,2,1,3,1,7,1,400,0
8396,2003,847,1139,1986,2,1,4,1,9,1,434,0
7301,2007,1358,0,1358,2,0,2,1,6,1,484,0
10261,2000,962,830,1792,2,1,3,1,8,1,451,0
8220,2000,1008,884,1892,2,1,3,1,8,1,431,0
15384,2004,788,702,1490,2,1,3,1,8,1,388,0
7750,2002,707,707,1414,2,1,3,1,6,1,403,0
12460,1999,1037,1285,2322,2,1,4,1,8,1,400,0
8390,1999,873,778,1651,2,1,3,1,7,1,450,0
9660,1997,1182,1017,2199,2,1,3,1,9,1,516,0
9200,1998,1470,1160,2630,2,1,4,1,8,1,696,0
14260,2000,1145,1053,2198,2,1,4,1,9,1,836,0
11000,2000,1533,639,2172,2,1,4,1,8,1,687,0
11675,1998,2006,0,2006,2,0,2,1,5,1,938,0
10990,1996,1064,1061,2125,2,1,4,1,12,2,576,0
11929,1995,1251,1250,2501,2,1,4,1,9,1,751,0
10437,1995,2113,0,2113,2,1,2,1,7,1,839,0
10542,1993,1325,1093,2418,2,1,3,1,9,1,983,0
10010,1993,1108,1089,2197,2,1,4,1,9,1,783,0
10944,1994,1223,904,2127,2,1,3,1,5,2,525,0
14303,1994,1987,0,1987,2,0,2,1,7,1,691,0
11932,2007,1580,0,1580,2,0,3,1,7,0,830,0
14598,2007,894,1039,1933,2,1,4,1,9,1,668,0
11957,2006,1574,0,1574,2,0,3,1,7,1,824,0
13253,2006,1578,0,1578,2,0,3,1,7,1,642,0
14587,2008,1506,0,1506,2,0,2,1,6,1,592,0
10206,2007,1563,0,1563,2,0,3,1,6,1,758,0
12274,2008,1428,0,1428,2,0,3,1,6,0,554,0
9801,2007,1341,520,1861,3,0,3,1,7,1,851,0
9428,2007,955,919,1874,2,1,3,1,8,1,880,0
10037,2006,1460,0,1460,2,0,3,1,6,1,480,0
8640,2007,1372,0,1372,2,0,3,1,6,0,588,0
8640,2007,1372,0,1372,2,0,3,1,6,0,529,0
11639,2007,1428,0,1428,2,0,3,1,6,0,480,0
9803,2005,866,902,1768,2,1,3,1,7,0,603,0
9375,2003,1053,939,1992,2,1,3,1,9,1,648,0
10625,2005,1026,932,1958,2,1,3,1,9,1,936,0
10800,2007,1050,1028,2078,2,1,3,1,8,1,836,0
8125,2007,822,843,1665,2,1,3,1,7,0,562,0
10625,2007,1660,0,1660,2,0,3,1,7,1,660,0
7500,2007,1218,0,1218,2,0,2,1,6,0,462,0
8791,2003,864,864,1728,2,1,3,1,7,0,673,0
7500,2004,1080,0,1080,1,0,3,1,6,0,0,0
10110,2003,835,861,1696,2,1,3,1,7,0,542,0
12774,2003,835,828,1663,2,1,3,1,8,0,478,0
13072,2005,1175,0,1175,1,0,3,1,6,0,0,0
13695,2004,1114,0,1114,1,1,3,1,6,0,576,0
13695,2003,1114,0,1114,1,0,3,1,6,0,576,0
8366,2004,798,842,1640,2,1,3,1,6,0,520,0
9260,2007,1162,0,1162,2,0,3,1,6,0,483,0
8453,1995,754,855,1609,2,1,3,1,6,0,525,0
8480,1993,886,794,1680,2,1,3,1,7,0,474,0
8125,1994,1679,0,1679,2,0,3,1,7,1,575,0
14565,1994,832,825,1657,2,1,3,1,6,0,483,0
8450,2001,827,850,1677,2,1,3,1,7,0,627,0
8285,1992,844,893,1737,2,1,3,1,7,0,506,0
7153,1991,1294,0,1294,2,0,3,1,6,0,496,0
9291,1993,832,878,1710,2,1,3,1,7,0,506,0
8012,1993,1617,0,1617,2,0,2,1,5,1,533,0
7892,1993,1199,0,1199,2,0,2,1,5,0,530,0
9100,1963,984,0,984,1,0,3,1,5,1,384,0
12968,1962,912,0,912,1,0,2,1,4,0,352,0
8100,1961,864,0,864,1,0,3,1,5,1,420,0
8450,1968,890,0,890,1,0,3,1,5,0,308,0
6360,1963,864,0,864,1,0,3,1,5,0,276,0
6768,1961,912,0,912,1,0,3,1,5,0,288,0
19508,1974,1430,0,1430,2,0,3,1,6,2,484,0
10759,1972,1001,640,1641,2,0,4,1,5,1,490,0
9205,1990,1364,1319,2683,2,1,4,1,9,2,473,0
11025,1993,1827,959,2786,2,1,4,1,10,1,636,0
4282,2004,1391,0,1391,2,0,2,1,5,0,530,0
4017,2006,625,625,1250,2,1,2,1,5,0,625,0
3435,2004,1245,0,1245,2,0,1,1,5,0,495,0
3180,2005,600,600,1200,2,1,2,1,5,0,480,0
3180,2007,703,689,1392,2,0,2,1,5,0,540,0
3604,2007,703,689,1392,2,0,2,1,5,0,540,0
2280,1999,757,744,1501,2,1,3,1,6,0,440,0
2280,1999,757,792,1549,2,1,3,1,6,0,440,0
4765,2000,1638,0,1638,2,0,2,1,5,1,495,0
4538,2001,1310,0,1310,1,1,1,1,5,1,545,0
4385,2001,1419,0,1419,1,1,2,1,5,1,588,0
4109,1999,1557,0,1557,2,0,2,1,5,1,484,0
5119,1999,1709,0,1709,2,0,2,1,5,1,506,0
2160,1999,624,628,1252,2,1,2,1,4,0,462,0
2160,1999,684,720,1404,2,1,3,1,5,0,462,0
10646,2001,872,917,1789,2,1,3,1,7,1,546,0
2645,1999,962,624,1586,2,1,3,1,7,0,480,0
2645,1999,962,645,1607,2,1,3,1,7,0,480,0
3951,1998,1469,924,2393,2,1,2,1,7,1,846,0
14963,1996,1288,0,1288,1,1,1,1,4,2,500,0
11064,1995,1239,0,1239,1,1,1,1,4,1,477,0
10846,1993,1719,0,1719,1,1,1,1,6,2,473,0
11120,1984,1232,0,1232,2,0,3,1,6,0,516,0
24572,1977,1599,1345,2944,2,2,3,1,9,1,864,0
16280,1976,1671,0,1671,3,0,3,1,6,1,550,0
7500,2002,952,860,1812,2,1,3,1,7,1,469,0
10400,1970,1682,0,1682,2,0,3,1,7,1,530,0
11104,1969,1427,0,1427,2,0,4,1,7,0,516,0
11050,1968,1740,0,1740,1,1,4,1,8,1,512,0
11040,1971,1258,0,1258,2,0,3,1,5,0,528,0
15387,1967,1620,0,1620,2,0,4,1,8,1,578,0
9750,1965,1625,0,1625,2,0,4,2,8,0,484,0
10800,1974,1548,1066,2614,2,1,4,1,9,1,624,0
8814,1968,732,732,1464,1,1,4,1,7,0,470,0
8872,1965,912,0,912,1,0,2,1,5,0,576,0
8125,1965,925,0,925,1,0,3,1,5,0,576,0
11072,1965,1728,0,1728,2,0,6,2,10,0,576,0
13101,1965,1728,0,1728,2,0,6,2,10,0,576,0
9246,1973,1656,0,1656,2,0,4,2,8,0,506,0
13355,1971,845,825,1670,1,1,4,1,7,0,464,0
8963,1976,1175,1540,2715,3,1,4,1,11,2,831,0
9120,1974,943,933,1876,2,1,4,1,8,1,540,0
9130,1966,800,832,1632,1,1,4,1,7,0,484,0
12122,1961,999,0,999,1,0,3,1,6,0,588,0
9900,1968,1098,880,1978,2,1,4,1,9,1,486,0
7785,1956,1014,0,1014,1,0,2,1,6,0,267,0
8593,1957,907,0,907,1,0,3,1,5,0,352,0
8475,1956,952,0,952,1,0,2,1,4,0,283,0
8700,1963,1128,0,1128,2,0,3,1,6,0,525,0
10175,1964,1425,0,1425,2,0,3,1,7,1,576,0
9020,1966,1165,0,1165,1,1,3,1,6,0,490,0
9200,1965,1136,0,1136,1,0,3,1,5,1,384,0
8250,1964,1092,0,1092,1,0,3,1,6,0,504,0
9350,1965,1265,0,1265,2,0,3,1,6,1,502,0
9020,1964,1350,0,1350,1,1,3,1,6,0,520,0
9900,1961,1114,0,1114,1,0,3,1,5,0,451,0
10007,1959,1053,0,1053,1,1,3,1,5,0,312,0
10721,1959,1252,0,1252,1,0,3,1,7,0,528,0
12493,1960,1100,0,1100,1,0,3,1,6,1,312,0
11332,1960,1118,0,1118,1,0,3,1,6,0,264,0
6627,1949,720,0,720,1,0,2,1,4,0,287,0
4130,1935,729,0,729,1,0,2,1,5,0,0,0
7420,1939,1077,0,1077,1,0,2,2,5,2,205,0
4882,1937,453,453,906,1,0,2,1,5,0,231,0
9600,1960,1496,0,1496,2,0,3,1,6,0,450,0
9600,1950,1032,220,1252,1,0,3,1,6,0,288,0
9600,1950,1337,0,1337,1,0,3,1,7,1,264,0
9600,1955,1661,0,1661,1,0,3,1,8,1,377,0
7584,1953,1036,0,1036,1,0,3,1,5,0,312,0
13700,1965,902,918,1820,1,2,4,1,8,2,492,0
10197,1961,1362,0,1362,1,1,3,1,6,1,504,0
7875,1961,1144,0,1144,1,0,3,1,6,0,456,0
8400,1962,1537,0,1537,1,1,3,1,7,1,462,0
9150,1962,1431,0,1431,1,0,3,1,6,1,296,0
14670,1966,1104,884,1988,2,1,4,1,9,1,480,0
7390,1955,1098,0,1098,1,0,3,1,6,0,260,0
9204,1963,1144,0,1144,1,1,3,1,6,0,336,0
7763,1962,1283,0,1283,1,0,3,1,6,0,506,0
8856,1957,1176,0,1176,1,0,3,1,6,2,292,0
9840,1959,1440,0,1440,2,0,2,1,7,0,480,0
9120,1958,1261,0,1261,1,0,3,1,6,1,433,0
13200,1958,1570,0,1570,1,0,3,1,5,1,441,0
9000,1956,1196,0,1196,1,0,2,1,6,1,297,0
11900,1957,1392,0,1392,1,1,3,1,6,2,458,0
9464,1958,1080,0,1080,1,0,3,1,5,0,288,0
10425,1956,1104,0,1104,1,0,3,1,5,0,384,0
11556,1952,882,0,882,1,0,2,1,4,0,240,0
9373,1953,1152,0,1152,1,1,3,1,6,0,636,0
12774,1953,950,0,950,1,0,2,1,5,0,400,0
14250,1957,1790,0,1790,2,0,3,1,6,2,540,0
7350,1951,952,0,952,1,0,2,1,4,0,840,0
7677,1953,773,0,773,1,0,2,1,4,0,240,0
8838,1957,1764,0,1764,2,1,4,1,7,1,301,0
8480,1947,832,384,1216,1,0,2,1,6,0,336,0
12436,1957,1824,0,1824,2,0,5,2,9,0,484,0
10122,1948,869,0,869,1,0,1,1,3,0,390,0
7506,1925,747,412,1159,1,0,3,1,5,0,288,0
10930,1945,1048,510,1558,1,1,3,1,6,1,288,0
5400,1940,672,0,672,1,0,2,1,4,0,308,0
10836,1922,1254,182,1436,1,0,3,1,7,1,1488,0
10800,1900,694,600,1294,2,0,3,2,7,0,0,0
9247,1962,858,858,1716,1,1,4,1,8,1,490,0
10180,1968,1044,0,1044,1,1,3,1,5,1,372,0
11355,1958,1312,0,1312,1,1,3,1,6,1,495,0
10920,1960,1253,0,1253,1,1,2,1,5,1,352,0
12929,1960,1081,0,1081,1,0,3,1,5,0,401,0
27650,1960,2069,0,2069,2,0,4,1,9,1,505,0
8892,1953,910,0,910,1,0,3,1,5,0,414,0
7200,1951,876,0,876,1,0,2,1,5,1,576,0
7200,1950,1048,0,1048,1,0,3,1,7,0,420,0
7910,1960,1507,0,1507,2,0,4,1,7,0,404,0
8000,1959,1256,0,1256,1,1,3,1,6,0,311,0
8000,1962,1027,0,1027,1,0,3,1,6,0,299,0
7931,1960,1269,0,1269,1,1,3,1,6,1,308,0
8064,1948,819,501,1320,2,0,3,1,5,0,576,0
6390,1954,984,0,984,1,0,2,1,4,0,280,0
7227,1954,832,0,832,1,0,2,1,4,0,528,0
7200,1954,854,424,1278,1,0,4,1,6,0,240,0
8513,1961,1800,0,1800,2,0,6,2,10,0,0,0
7200,1955,1024,564,1588,1,1,3,1,6,0,480,0
7200,1954,825,0,825,1,0,2,1,4,0,350,0
7056,1963,983,813,1796,1,1,4,1,8,1,483,0
9760,1964,798,813,1611,1,1,4,1,7,0,442,0
7590,1963,1117,0,1117,1,0,3,1,6,0,264,0
9836,2008,1133,0,1133,1,0,3,1,7,0,308,0
5232,1925,764,0,764,1,0,2,1,4,0,504,0
10440,1904,958,581,1539,2,0,3,1,8,1,686,0
9184,1948,948,375,1323,1,0,3,1,6,0,400,0
4800,1910,680,680,1360,1,0,2,1,6,0,330,0
10440,1920,1584,1208,2792,2,0,5,1,8,2,520,0
4800,1940,672,0,672,1,0,2,1,4,0,256,0
6000,1915,728,728,1456,1,1,4,1,7,0,308,0
11426,1910,828,658,1594,2,0,3,2,9,0,0,0
11426,2003,1362,720,2082,2,1,3,1,6,0,484,0
7628,1940,1095,561,1656,2,0,2,1,8,0,440,0
7308,1920,960,780,1740,1,0,2,1,6,1,225,0
5400,1920,1027,0,1027,1,0,2,1,5,1,0,0
10800,1940,884,552,1436,2,0,3,2,8,2,828,0
6756,1910,899,0,899,1,0,2,1,5,0,200,0
5914,1890,684,396,1080,1,0,3,1,5,0,0,0
6000,1948,789,0,789,1,0,2,1,5,0,250,0
12000,1948,1122,0,1122,1,0,2,1,6,0,528,0
9000,1946,904,595,1499,1,0,3,1,5,1,869,0
7311,1946,407,0,407,1,0,1,1,3,0,297,0
6000,1957,928,0,928,1,0,3,1,5,0,288,0
6000,1954,901,0,901,1,0,2,1,4,0,281,0
12205,1949,1588,0,1588,2,0,5,1,6,0,0,0
18386,1880,1675,1818,3493,3,0,3,1,10,1,870,0
9142,1900,830,797,1627,2,0,4,2,10,0,420,0
12665,1915,876,540,1416,1,1,4,1,7,1,720,0
5350,1920,730,720,1450,1,0,3,1,7,0,288,0
4571,1916,624,720,1344,1,0,4,1,7,0,513,0
9143,1900,709,308,1017,1,0,2,1,5,0,308,0
9600,1920,1377,973,2350,2,0,4,2,10,0,393,0
9600,1917,1134,924,2058,1,1,3,1,8,1,396,0
6000,1905,884,656,1540,1,1,3,1,7,0,0,0
9600,1928,689,689,1378,2,0,3,1,7,1,360,0
10800,1905,1221,691,1912,2,0,3,2,7,1,672,0
6300,1914,742,742,1484,2,0,3,1,9,1,0,0
5250,1872,938,1215,2358,2,0,4,1,8,0,0,0
5700,1926,572,539,1111,1,0,2,1,5,1,288,0
13500,1893,1521,1254,2775,3,1,3,1,9,1,880,0
11340,1920,723,363,1086,1,0,2,1,5,0,400,0
10800,1890,1313,1182,2495,2,0,5,1,10,1,342,0
9750,1959,984,0,984,1,0,2,1,5,0,308,0
12150,1954,1050,745,1795,2,0,4,1,7,0,352,0
12702,1956,882,0,882,1,0,2,1,4,0,308,0
8516,1958,1093,0,1093,1,0,2,1,5,0,308,0
7111,1928,1143,0,1143,1,0,2,1,5,1,288,0
7425,1945,1195,473,1668,1,1,3,1,8,0,252,0
9100,1930,779,0,935,1,0,2,1,4,0,308,0
7010,1935,1144,594,1738,2,0,3,1,6,1,240,0
6130,1924,784,0,784,1,0,2,1,5,0,0,0
5000,1941,832,378,1210,1,0,3,1,6,0,240,0
5870,1900,736,554,1290,1,1,3,1,6,0,200,0
6000,1940,1014,658,1672,1,1,3,1,6,1,240,0
6000,1924,949,0,949,1,0,2,1,5,1,370,0
6000,1929,950,208,1158,1,0,3,1,5,1,208,0
6000,1937,825,672,1497,2,0,3,1,5,0,672,0
6000,1939,874,468,1342,2,0,2,2,7,1,240,0
5000,1926,1013,0,1013,1,0,3,1,6,0,160,0
5520,1920,565,651,1216,1,0,3,1,6,1,355,0
5940,1946,896,0,896,1,0,2,1,4,0,280,0
6240,1929,624,512,1136,1,0,2,1,6,0,336,0
6120,1945,808,0,808,1,0,1,1,6,0,164,0
6240,1930,1128,445,1573,2,0,3,1,8,1,360,0
6240,1939,1245,764,2009,2,0,4,1,7,1,400,0
6120,1923,1226,676,1902,2,0,4,1,7,0,576,0
6120,1931,1022,752,1774,2,0,2,2,8,2,468,0
6155,1920,751,611,1362,2,0,3,1,6,0,502,0
6324,1927,520,0,520,1,0,1,1,4,0,240,0
8635,1948,1072,213,1285,1,0,2,1,6,0,240,0
13053,1923,1053,795,1848,1,1,4,1,8,1,370,0
9120,1925,1133,687,1820,2,0,4,1,8,0,240,0
9144,1915,1170,546,1716,2,0,4,1,8,0,672,0
9144,1940,988,517,1505,1,0,3,1,8,0,240,0
10267,1918,838,0,838,1,0,2,1,5,0,275,0
8094,1910,1242,742,1984,2,0,5,1,8,0,360,0
5100,1925,833,833,1666,1,0,3,1,7,1,228,0
4347,1910,825,784,1609,1,0,3,1,7,0,228,0
6291,1930,768,0,768,1,0,1,1,4,0,440,0
10266,1952,768,768,1536,1,1,4,1,7,0,308,0
6876,1938,1272,0,1969,2,0,4,1,9,1,400,0
10320,1915,880,428,1308,2,0,2,1,6,0,400,0
7200,1925,1040,0,1040,1,0,2,1,5,0,320,0
7006,1925,788,448,1236,2,0,3,1,6,1,384,0
7920,1920,1035,371,1406,1,0,3,1,6,0,0,0
8235,1955,825,0,825,1,0,2,1,4,0,720,0
5586,1920,1088,110,1198,1,0,4,1,7,0,0,0
10320,1912,759,0,759,1,0,1,1,5,0,576,0
10320,1915,808,536,1344,2,0,3,2,8,0,0,0
10320,1906,756,713,1469,1,0,3,1,7,0,216,0
9488,1947,1054,0,1054,1,0,3,1,6,0,240,0
8250,1968,1211,0,1211,1,0,3,1,5,1,322,0
21286,1948,720,551,1271,2,0,4,1,7,1,312,0
17120,1959,1120,468,1588,2,0,4,1,7,1,680,0
10106,1940,808,547,1355,2,0,4,2,6,0,0,0
11235,1963,1075,0,1075,1,0,3,1,6,0,440,0
11200,1965,1040,0,1040,1,0,3,1,5,0,384,0
13014,1978,1096,0,1096,1,0,3,1,6,1,484,0
7162,1966,904,0,904,1,0,3,1,6,0,408,0
10265,1967,992,0,992,1,0,3,1,6,0,294,0
9764,1967,894,0,894,1,0,3,1,5,0,450,0
7703,1978,1034,0,1034,1,0,3,1,6,1,504,0
9981,1967,1073,0,1073,1,0,3,1,6,0,270,0
7400,1984,1126,0,1126,1,0,2,1,5,0,506,0
12900,1969,1258,0,1258,0,2,0,2,6,0,400,0
12900,1920,1140,0,1140,1,0,3,1,6,0,400,0
9000,1959,1006,0,1006,1,0,3,1,5,0,0,0
8544,1966,1228,0,1228,1,1,3,1,6,0,271,0
9239,1963,960,0,960,1,0,3,1,6,0,300,0
14175,1956,1188,0,1188,1,0,1,1,4,1,621,0
13284,1954,1383,0,1383,1,0,3,1,6,1,354,0
13500,1960,1252,0,1252,1,0,1,1,4,1,564,0
13825,1958,1021,580,1601,1,0,3,1,6,0,300,0
10200,1940,672,0,672,1,0,2,1,4,0,240,0
10532,1960,1721,0,1721,2,0,3,1,7,2,626,0
8375,1941,864,486,1350,1,1,2,1,6,0,627,0
10200,1970,904,0,904,1,0,3,1,5,0,912,0
2887,1996,1291,0,1291,1,0,2,1,6,1,431,0
10005,1977,1156,866,2022,2,1,4,1,8,1,505,0
20270,1979,1524,0,1524,2,0,3,1,7,2,478,0
39104,1954,1363,0,1363,1,0,2,1,5,2,439,0
53227,1954,1663,0,1663,1,0,2,1,6,2,529,0
11512,1959,1357,0,1357,1,0,2,1,5,1,312,0
