price,area,MS.Zoning,Lot.Area,Utilities,Neighborhood,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Exterior.1st,Exter.Qual,Exter.Cond,Foundation,BsmtFin.Type.1,BsmtFin.SF.1,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Garage.Type,Garage.Cars,Garage.Area,Garage.Qual,Wood.Deck.SF,Fence
110000,924,5,7990,4,5,0,2,5,6,1975,1975,6,3,3,1,1,0,924,1,3,1,5,1,0,3,1,3,5,5,1,280,3,0,3
127000,864,5,7180,4,5,0,2,5,7,1972,1972,6,3,3,1,5,390,864,1,3,1,5,1,0,3,1,3,5,5,1,352,3,0,0
124900,780,5,7200,4,5,0,2,5,7,1972,1972,6,3,3,1,5,632,780,1,5,1,5,1,0,2,1,3,4,5,1,352,3,196,3
230000,1795,5,9742,4,5,0,2,8,5,2002,2002,13,4,3,2,1,0,1777,1,5,1,5,2,0,3,1,4,7,1,2,534,3,171,0
237000,2031,5,9473,4,5,0,5,8,5,2002,2002,13,4,3,2,6,804,1128,1,5,1,5,2,1,3,1,4,7,1,2,577,3,0,0
235000,1865,5,10316,4,5,0,5,7,5,2000,2000,13,4,3,2,6,735,992,1,5,1,5,2,1,3,1,4,7,1,3,839,3,0,0
230500,2161,5,10400,4,5,0,5,7,5,2001,2001,13,4,3,2,1,0,1257,1,5,1,5,2,1,3,1,4,8,1,2,570,3,0,0
230000,1852,5,9066,4,5,0,5,8,5,1999,2000,13,4,3,2,6,668,1004,1,5,1,5,2,1,3,1,4,7,1,3,660,3,224,4
222500,2031,5,11404,4,5,0,5,7,5,1998,1999,13,4,3,2,5,252,1153,1,5,1,5,2,1,3,1,4,8,1,2,541,3,192,0
287000,2263,5,9240,4,5,0,5,8,5,2001,2002,13,4,3,2,1,0,1055,1,5,1,5,2,1,3,1,4,7,3,2,905,3,0,0
274000,1947,5,9720,4,5,0,5,9,5,2001,2002,13,4,3,2,6,1194,1357,1,5,1,5,2,1,3,1,4,7,3,3,725,3,168,0
300000,1786,5,14860,4,5,0,2,8,5,2002,2003,13,4,3,2,6,1538,1778,1,5,1,5,2,0,3,1,4,6,1,3,715,3,182,0
255900,2290,5,11250,4,5,0,5,8,5,2002,2002,5,4,3,2,1,0,1128,1,5,1,5,2,1,4,1,4,9,1,2,779,3,0,0
224900,1768,5,8158,4,5,0,5,7,5,2003,2003,13,4,3,2,6,550,884,1,5,1,5,2,1,3,1,4,8,1,2,543,3,0,0
240000,2327,5,10905,4,5,0,5,7,5,2003,2003,13,4,3,2,1,0,1129,1,5,1,5,2,1,4,1,4,9,3,2,596,3,0,0
183000,1640,5,7226,4,5,0,5,7,5,2003,2003,13,4,3,2,1,0,798,1,5,1,5,2,1,3,1,4,6,1,2,595,3,0,0
207000,1764,5,11690,4,5,0,5,8,5,1999,2000,13,4,3,2,1,0,850,1,5,1,5,2,1,3,1,4,7,1,2,560,3,120,0
210000,1908,5,8750,4,5,0,5,7,5,1994,1995,13,4,4,2,6,642,915,1,5,1,5,2,1,4,1,4,8,1,2,493,3,144,0
136500,848,6,4435,4,5,4,2,6,5,2003,2003,13,4,3,2,6,686,848,1,5,1,5,1,0,1,1,4,3,1,2,420,3,140,0
145000,848,6,4426,4,5,4,2,6,5,2004,2004,13,4,3,2,6,662,848,1,5,1,5,1,0,1,1,4,3,1,2,420,3,140,0
208900,1493,5,13125,4,5,0,2,6,5,1997,1998,13,3,3,2,6,994,1478,1,5,1,5,2,0,3,1,4,7,1,2,508,3,140,0
185000,1838,6,10126,4,5,2,6,6,5,1997,1998,13,3,4,2,6,1593,1838,1,5,1,5,2,0,2,2,3,8,1,3,721,3,160,0
214000,1536,5,9135,4,5,0,2,7,5,2002,2003,13,4,3,2,6,810,1536,1,5,1,5,2,0,3,1,4,7,1,2,532,3,192,0
208500,1710,5,8450,4,5,0,5,7,5,2003,2003,13,4,3,2,6,706,856,1,5,1,5,2,1,3,1,4,8,1,2,548,3,0,0
186500,1445,5,9750,4,5,0,2,7,5,2004,2004,13,4,3,2,6,24,1445,1,5,1,5,2,0,3,1,4,6,1,2,470,3,0,0
210000,1436,5,8450,4,5,0,2,7,5,2004,2004,13,4,3,2,6,946,1436,1,5,1,5,2,0,3,1,4,8,1,2,484,3,139,0
185900,1582,5,8320,4,5,0,5,7,5,2004,2004,13,4,3,2,6,490,770,1,5,1,5,2,1,3,1,4,6,1,2,520,3,0,0
179900,1234,5,11049,4,5,0,2,8,5,2007,2007,13,4,3,2,1,0,1234,1,5,1,5,2,0,3,1,4,7,1,2,484,3,0,0
218836,1564,5,11058,4,5,0,2,7,6,2007,2007,13,4,3,2,6,56,1564,1,5,1,5,2,0,3,1,4,6,1,3,814,3,0,0
193000,1361,5,9627,4,5,0,2,7,5,2007,2007,13,4,3,2,6,24,1351,1,5,1,5,2,0,3,1,4,6,1,2,610,3,0,0
189000,1456,5,8199,4,5,0,5,7,5,2005,2005,15,4,3,2,6,648,728,1,5,1,5,2,1,3,1,4,7,1,2,410,3,36,0
149300,848,6,4426,4,5,4,2,6,5,2004,2004,13,4,3,2,6,697,848,1,5,1,5,1,0,1,1,4,3,1,2,420,3,149,0
141000,848,6,4426,4,5,4,2,6,5,2004,2004,13,4,3,2,6,697,848,1,5,1,5,1,0,1,1,4,3,1,2,420,3,149,0
149000,848,6,4438,4,5,4,2,6,5,2004,2004,13,4,3,2,6,662,848,1,5,1,5,1,0,1,1,4,3,1,2,420,3,149,0
144500,848,6,4438,4,5,4,2,6,5,2004,2004,13,4,3,2,6,662,848,1,5,1,5,1,0,1,1,4,4,1,2,420,3,140,0
85000,796,5,8777,4,7,0,2,5,7,1910,1950,8,3,3,1,1,0,796,1,4,1,4,1,0,2,1,3,4,6,0,0,0,328,3
145900,2200,5,8777,4,7,2,0,5,7,1900,2003,8,3,3,1,5,1084,1272,1,4,1,5,2,2,4,2,3,9,6,0,0,0,0,4
123000,1092,5,9825,4,7,0,2,5,5,1966,1966,6,3,3,1,3,609,1092,1,3,1,5,1,0,3,1,3,6,1,1,264,3,259,3
147500,1256,5,9937,4,7,0,2,5,6,1965,1965,6,4,3,1,4,830,1256,1,4,1,5,1,1,3,1,3,6,1,1,276,3,736,0
165000,1033,5,12102,4,7,0,6,5,5,1976,1976,6,3,3,1,5,456,456,1,5,1,5,1,0,3,1,3,6,3,2,504,2,224,0
135000,1127,5,6500,4,7,0,2,6,6,1976,1976,6,3,3,1,4,1033,1127,1,3,1,5,1,1,3,1,3,6,5,2,480,3,0,0
108000,996,5,13907,4,7,0,2,5,6,1940,1969,15,3,3,1,4,290,996,1,5,1,5,1,0,3,1,3,6,6,0,0,0,144,0
137500,1181,5,10012,4,7,0,6,4,5,1972,1972,9,3,3,1,4,920,1138,1,3,1,5,2,0,3,1,3,6,5,2,588,3,0,3
165400,1656,5,6931,4,7,0,5,7,5,2003,2004,13,4,3,2,1,0,746,1,5,1,5,2,1,3,1,4,7,3,2,397,3,178,0
147000,1117,5,9638,4,7,0,7,6,6,1977,1977,9,3,3,1,5,368,1029,1,3,1,5,1,0,3,1,3,6,1,2,542,3,292,0
160500,1398,5,7200,4,7,0,5,6,7,1976,2001,9,3,3,1,5,288,684,1,3,1,5,1,1,3,1,3,6,1,2,440,3,0,3
176000,1132,5,7024,4,7,0,2,4,5,2005,2005,13,3,3,2,6,1024,1132,1,5,1,5,1,1,2,1,4,5,1,2,451,3,252,0
284700,3820,5,47007,4,7,0,2,5,7,1959,1996,9,3,3,3,0,0,0,1,3,1,5,3,1,5,1,5,11,1,2,624,3,0,0
160000,5642,5,63887,4,7,0,5,10,5,2008,2008,12,5,3,2,6,5644,6110,1,5,1,5,2,1,3,1,5,12,1,2,1418,3,214,0
148000,1072,6,3675,4,7,4,7,6,5,2005,2005,13,3,3,2,6,459,547,1,5,1,5,1,0,2,1,3,5,2,2,525,3,0,0
82000,1152,5,6040,4,7,2,2,4,5,1955,1955,0,3,3,2,0,0,0,1,3,0,2,2,0,2,2,2,6,6,0,0,0,0,0
82000,1152,5,6012,4,7,2,2,4,5,1955,1955,0,3,2,2,0,0,0,1,3,0,5,2,0,2,2,3,6,6,0,0,0,0,0
118000,1440,5,12108,4,7,2,2,4,4,1955,1955,13,3,3,1,5,133,1440,1,3,0,3,2,0,4,2,2,8,6,0,0,0,0,0
82500,1152,5,6845,4,7,2,2,4,5,1955,1955,15,3,3,3,0,0,0,1,3,0,3,2,0,2,2,3,6,6,0,0,0,0,0
91900,784,5,6931,4,7,1,2,4,5,1955,1955,14,3,3,1,5,784,784,1,3,0,2,1,0,2,1,3,4,6,0,0,0,112,0
120000,1053,5,12180,4,7,0,0,5,7,1938,2007,14,3,3,2,1,0,585,1,4,1,3,1,1,2,1,5,5,6,0,0,0,42,0
96000,1137,5,8050,4,7,0,0,5,8,1947,1993,8,3,4,3,0,0,0,1,4,1,5,1,1,4,1,3,8,6,0,0,0,0,0
99000,930,5,9520,4,7,0,2,4,5,1953,1953,8,3,3,1,3,767,911,1,3,1,5,1,0,2,1,3,5,1,1,286,3,134,3
130500,1200,5,11767,4,7,0,0,5,6,1946,1995,8,3,3,1,4,352,768,1,5,1,5,1,0,3,1,3,6,5,1,240,3,0,0
135000,1470,5,8172,4,7,0,0,4,6,1954,1972,8,3,3,2,1,0,941,1,5,1,5,2,0,4,1,3,7,5,1,548,3,0,0
135500,1393,5,16466,4,7,0,0,5,7,1955,1955,8,3,4,2,1,0,816,1,3,1,5,1,1,3,1,3,8,1,1,300,3,121,0
100000,1204,5,7692,4,7,0,7,4,6,1954,1954,14,3,3,1,1,0,416,1,4,1,4,1,0,3,1,3,6,2,1,312,3,0,0
108000,1292,5,5142,4,7,0,0,4,7,1923,2008,14,3,3,2,5,224,949,1,3,1,5,1,1,3,1,4,6,5,1,205,3,0,0
98000,864,5,5604,4,7,0,2,5,6,1925,1950,12,3,3,1,3,468,864,1,3,0,4,1,0,2,1,3,5,6,0,0,0,0,0
67000,864,5,8248,4,7,0,2,3,3,1914,1950,12,3,3,0,4,41,864,1,3,0,3,1,0,2,1,3,5,6,0,0,0,0,0
135900,1716,5,5687,4,21,1,5,5,6,1912,2000,13,3,2,2,3,210,780,1,5,0,5,2,0,6,1,2,9,6,0,0,0,0,0
140000,1482,4,12155,4,21,0,5,6,8,1925,1950,14,3,3,0,4,156,672,1,3,0,5,2,0,4,1,2,7,5,1,400,3,0,0
179500,2192,5,8400,4,21,0,3,5,8,1939,1997,14,3,3,2,2,378,720,1,5,1,5,2,1,4,1,4,8,5,1,240,3,262,0
136500,1694,5,8400,4,21,0,0,6,5,1925,1950,8,3,3,2,3,423,1181,1,2,1,5,2,0,4,1,3,7,5,2,576,3,342,0
168000,1424,5,7290,4,21,0,2,7,8,1921,1950,15,3,3,0,1,0,1228,1,5,1,5,2,0,2,1,3,7,1,1,312,3,0,0
130000,1964,4,8525,4,21,0,5,5,6,1911,1950,8,3,3,2,1,0,940,1,3,0,4,1,1,4,1,3,7,6,0,0,0,0,0
189000,2601,5,9842,4,21,0,5,5,6,1921,1998,8,3,3,0,1,0,612,1,5,1,5,3,1,4,1,3,8,3,2,621,3,183,0
161900,1920,5,7804,4,21,2,4,6,7,1930,1950,12,3,3,0,5,281,960,1,5,1,5,2,2,4,2,3,10,5,2,480,3,248,0
145000,1316,5,8969,4,6,0,5,6,6,1926,1950,14,3,3,0,4,379,644,1,5,1,5,1,0,2,1,3,6,5,1,369,3,0,3
191000,2555,5,11526,4,6,0,3,6,7,1922,1994,8,3,3,0,1,0,588,1,2,1,5,2,0,3,1,3,11,5,2,672,3,431,0
177000,1680,5,15576,4,6,0,5,6,7,1915,1976,14,3,3,0,1,0,840,1,5,1,5,2,0,4,1,3,8,1,1,308,3,0,0
147500,1264,5,15564,4,6,0,0,6,6,1914,1995,14,3,3,0,1,0,676,1,5,1,5,1,0,3,1,3,6,5,2,400,3,424,0
91000,790,5,6292,4,21,0,2,6,5,1930,1950,14,3,3,0,3,384,768,1,3,0,5,1,0,2,1,3,4,5,1,160,2,0,0
231000,1512,5,7609,4,6,0,5,8,9,1925,1997,12,4,4,2,5,406,798,1,5,1,5,2,0,3,1,4,7,5,1,180,3,85,4
115000,1639,5,10480,4,21,0,0,6,5,1936,1950,8,3,3,0,1,0,1064,1,5,1,4,1,0,3,1,3,6,5,1,240,3,0,0
138000,1603,5,9650,4,6,0,5,6,3,1923,1950,14,3,3,0,1,0,784,1,3,1,5,1,0,4,1,3,7,1,2,599,3,0,0
149000,1502,5,7200,4,6,0,5,7,6,1931,2000,12,3,2,0,1,0,776,1,3,1,5,1,1,3,1,3,6,1,1,270,3,0,3
188700,1660,5,11988,4,6,0,5,6,7,1934,1995,12,3,3,1,2,326,715,1,2,1,4,1,1,3,1,3,6,5,1,240,3,0,0
198000,1938,5,11700,4,6,0,0,5,6,1937,1995,15,3,3,1,4,606,942,1,5,1,5,2,0,4,1,4,7,5,1,240,3,0,0
110000,1374,5,9260,4,6,0,0,5,4,1938,1950,14,3,3,0,1,0,884,1,3,1,3,1,0,3,1,3,6,5,1,225,3,64,0
104000,1091,5,7801,4,6,0,2,6,5,1951,1951,15,3,2,2,3,500,1091,1,2,0,4,1,0,2,1,3,5,1,1,344,3,66,3
257076,1873,5,9670,4,6,0,5,8,6,1935,1950,3,3,3,2,2,210,608,1,3,1,5,1,1,4,1,3,9,5,2,786,2,0,0
381000,3447,5,14100,4,6,0,0,8,9,1935,1997,12,3,4,1,3,192,728,1,5,1,5,3,1,4,1,4,11,3,3,1014,3,314,2
311500,1954,5,15660,4,6,0,0,7,9,1939,2006,13,4,4,1,4,341,798,1,5,1,5,1,1,3,1,4,8,1,2,431,3,0,0
263400,2161,5,12392,4,6,0,0,7,9,1950,2000,13,3,4,1,6,435,832,1,5,1,5,2,1,3,1,4,8,1,2,506,3,0,0
236500,1898,5,26073,4,6,0,2,5,5,1956,1956,3,3,3,2,3,1116,1898,1,5,1,4,2,1,3,1,3,7,1,2,484,3,0,3
224000,1640,5,14778,4,6,0,2,6,7,1954,2006,6,4,3,1,4,728,1296,1,5,1,5,1,0,3,1,4,7,5,2,924,3,108,0
116500,1032,6,1879,4,1,3,5,6,6,1980,1980,8,3,3,1,6,366,516,1,3,1,5,1,0,2,1,3,5,5,2,462,3,213,4
151000,1556,6,1950,4,1,3,5,6,6,1980,1980,8,3,4,1,2,81,716,1,3,1,5,2,1,3,1,3,6,1,2,452,3,161,4
126000,919,6,7000,4,11,0,2,6,8,1926,1998,13,3,4,0,3,299,894,1,3,1,5,1,0,2,1,3,5,5,1,195,3,0,3
120000,1090,6,6000,4,11,0,0,6,8,1940,2006,13,3,3,1,1,0,720,1,4,1,5,1,0,3,1,3,5,5,1,240,3,0,0
55000,796,6,3636,4,11,0,2,4,4,1922,1950,0,3,3,0,1,0,796,1,2,0,5,1,0,2,1,3,5,6,0,0,0,0,3
120500,816,6,5890,4,11,0,2,6,8,1930,2007,14,4,4,0,5,538,816,1,5,1,5,1,0,2,1,3,5,5,1,432,3,0,0
120500,778,6,6900,4,11,0,2,5,6,1940,1955,13,3,3,1,5,403,740,1,5,1,5,1,0,2,1,3,4,5,1,924,5,0,0
119000,1200,6,8155,4,11,0,0,5,7,1930,1950,14,3,3,1,1,0,780,1,4,1,4,1,0,4,1,3,7,6,0,0,0,0,0
126000,1656,6,6000,4,11,0,7,5,5,1967,1967,6,2,3,1,3,257,624,1,5,1,5,1,1,3,1,3,7,1,1,288,3,0,3
99500,912,6,7392,4,11,0,2,5,7,1930,1995,14,3,3,0,1,0,520,1,3,1,4,1,0,2,1,3,5,5,1,360,3,0,0
165500,1955,6,9000,4,11,0,0,5,5,1958,1958,15,3,3,1,5,330,1151,1,4,1,4,2,0,4,1,3,7,1,1,356,3,0,0
13100,733,0,14584,4,11,0,2,1,5,1952,1952,0,2,1,3,0,0,0,5,1,0,4,1,0,2,1,2,4,1,2,487,2,0,0
89000,1361,1,5280,4,11,0,5,4,7,1895,1950,14,3,3,4,1,0,173,1,5,0,5,1,0,2,1,3,6,5,1,185,2,0,0
40000,1317,1,8500,4,11,0,5,4,4,1920,1950,3,3,2,0,1,0,649,1,3,0,5,1,0,3,1,3,6,5,1,250,3,0,3
80900,1049,1,5150,4,11,0,0,4,7,1910,2000,9,3,3,2,1,0,356,1,3,0,4,1,0,2,1,3,5,5,1,195,1,0,0
81000,894,1,18000,4,11,0,2,3,4,1935,1950,8,2,3,1,1,0,894,1,3,1,5,1,0,2,1,3,6,5,3,1248,3,0,0
65000,864,1,9000,4,11,0,5,4,6,1920,1950,8,3,3,4,1,0,592,1,5,1,5,1,1,3,1,2,5,5,1,216,2,0,0
392500,1652,6,5587,4,6,4,2,8,5,2008,2008,5,5,3,2,6,1480,1600,1,5,1,5,2,0,2,1,4,5,1,2,482,3,162,0
294464,1648,6,3843,4,6,4,2,8,5,2007,2008,5,5,3,2,6,1476,1596,1,5,1,5,2,0,2,1,5,5,1,2,525,3,162,0
250000,1646,6,3811,4,6,4,2,7,5,2004,2005,5,4,3,2,6,1474,1594,1,5,1,5,2,0,2,1,5,5,1,2,482,3,128,0
275000,1646,6,3842,4,6,4,2,8,5,2004,2005,5,4,3,2,6,1373,1594,1,5,1,5,2,0,2,1,4,5,1,2,482,3,128,0
300000,2032,5,23730,4,14,0,2,7,5,1996,1997,8,4,3,2,6,700,1840,1,5,1,5,3,0,3,1,4,7,1,3,786,3,0,0
271000,1689,5,13265,4,14,0,2,8,5,2002,2002,5,4,3,2,6,1218,1568,1,5,1,5,2,0,3,1,4,7,1,3,857,3,150,0
213000,1820,5,11050,4,14,0,5,7,5,1996,1997,13,3,3,2,1,0,910,1,5,1,5,2,1,3,1,4,8,1,3,816,3,318,0
171000,1118,5,9880,4,14,0,7,6,6,1977,1977,9,3,3,1,5,522,1096,1,3,1,5,1,0,3,1,3,6,1,1,358,3,203,4
171500,1279,5,10125,4,14,0,2,6,6,1977,1977,9,3,3,1,5,641,1196,1,3,1,5,2,0,3,1,3,6,5,2,473,3,238,3
100000,1872,5,10260,4,14,2,5,5,4,1976,1976,9,3,3,1,0,0,0,1,3,1,5,2,2,4,2,3,8,1,2,484,3,0,0
228500,1689,5,9990,4,14,0,2,4,5,1991,1991,6,3,3,2,5,1383,1680,1,4,1,5,2,0,3,1,3,6,1,2,432,3,428,0
228950,1786,5,164660,4,26,1,0,5,6,1965,1965,9,3,3,1,5,1249,1499,1,5,1,5,2,0,3,1,3,7,1,2,529,3,670,0
241500,1501,5,4084,4,26,4,2,7,6,1986,1986,13,4,3,1,6,893,1277,1,4,1,5,2,0,2,1,4,6,1,2,512,3,240,0
287000,2898,5,15498,4,26,0,2,8,6,1976,1976,11,4,3,1,5,1165,1565,1,3,1,5,2,0,2,1,4,10,1,2,665,3,0,0
294000,1537,5,11563,4,26,0,2,8,5,2006,2007,13,4,3,2,6,1036,1518,1,5,1,5,2,0,3,1,4,8,1,3,788,3,0,0
293077,1646,5,9520,4,26,0,2,8,5,2007,2008,13,4,3,2,6,1513,1638,1,5,1,5,2,0,3,1,4,7,1,3,800,3,192,0
264966,1780,5,12852,4,26,0,5,8,5,2007,2007,13,4,3,2,6,770,920,1,5,1,5,2,1,3,1,4,6,1,2,612,3,0,0
172500,1442,5,9802,4,26,0,7,5,5,2006,2007,13,3,3,2,1,0,352,1,4,1,5,2,1,3,1,3,6,3,2,400,3,100,0
167500,1394,5,9735,4,26,0,7,5,5,2006,2007,13,3,3,2,1,0,384,1,4,1,0,2,1,3,1,4,7,3,2,400,3,100,0
218689,1612,5,12018,4,26,0,5,7,5,2008,2008,13,4,3,2,1,0,796,1,5,1,5,2,1,3,1,4,6,1,3,666,3,0,0
150000,1495,5,12890,4,26,0,2,6,5,1989,1989,14,3,3,1,1,0,1495,1,5,1,5,2,0,3,1,3,8,1,2,438,3,252,0
184000,1651,5,12416,4,26,0,2,6,5,1986,1986,13,3,3,1,5,1398,1606,1,3,1,5,2,0,3,1,3,7,1,2,616,3,192,0
180000,1256,5,18265,4,26,0,2,6,5,1986,1986,9,4,4,1,6,920,1256,1,5,1,5,2,0,3,1,4,6,1,2,578,3,282,0
175000,1509,5,10200,4,26,0,7,6,5,1988,1989,6,4,3,1,6,783,1461,1,5,1,5,2,0,3,1,4,5,1,2,600,3,224,0
232500,1440,5,11202,4,26,0,2,8,5,2003,2003,13,4,3,2,6,1029,1432,1,5,1,5,2,0,3,1,4,7,1,2,467,3,185,0
195000,1675,5,7915,4,26,0,2,6,5,1999,2000,13,4,3,2,6,1223,1666,1,5,1,5,2,0,3,1,4,6,1,2,435,3,165,0
305000,2262,5,12244,4,26,0,5,8,5,2003,2003,13,4,3,2,6,871,1482,1,5,1,5,2,1,4,1,4,10,1,3,749,3,168,0
298751,1728,5,11449,4,26,0,2,8,5,2007,2007,13,4,3,2,6,1011,1884,1,5,1,5,2,0,3,1,4,7,1,2,520,3,0,0
370000,1964,5,11447,4,26,0,2,8,5,2005,2006,13,4,3,2,6,1571,1964,1,5,1,5,2,1,3,1,4,7,1,3,892,3,0,0
209200,1344,6,8940,4,14,2,6,7,5,1997,1998,13,3,4,2,6,1309,1344,1,5,1,5,2,0,2,2,3,8,1,4,784,3,0,0
206300,1344,6,7060,4,14,2,6,7,5,1997,1998,13,3,4,2,6,1309,1344,1,5,1,5,2,0,2,2,3,8,1,4,784,3,0,0
146000,1092,5,9278,4,14,0,2,5,5,2007,2008,13,3,3,2,1,0,1092,1,5,1,5,1,0,2,1,3,5,6,0,0,0,0,0
160500,1189,6,4500,4,14,4,2,6,5,1997,1997,13,3,3,2,6,864,1189,1,5,1,5,2,0,2,1,3,4,1,2,392,3,0,0
173000,1200,5,14137,4,14,0,6,4,5,1964,1964,6,3,3,1,5,865,1200,1,4,1,5,1,0,3,1,3,6,0,3,850,3,0,0
124000,1040,6,4224,4,13,4,2,5,6,1975,1975,5,3,3,2,6,769,1040,1,4,1,5,1,0,3,1,3,6,1,2,499,3,0,0
115000,1304,6,2665,4,13,4,5,5,6,1976,1976,5,3,3,2,1,0,264,1,3,1,5,1,1,3,1,3,4,3,1,336,3,141,0
129500,1475,6,2665,4,13,4,5,5,7,1976,1976,5,3,3,2,5,318,550,1,3,1,5,2,0,4,1,3,6,1,1,336,3,92,0
105000,988,6,1974,4,13,3,6,4,7,1973,2006,5,3,4,1,6,501,526,1,4,1,5,1,0,2,1,3,5,3,1,297,3,120,0
94900,988,6,1596,4,13,3,7,4,6,1973,1973,5,3,3,1,6,437,462,1,3,1,5,1,0,1,1,3,4,3,1,297,3,0,2
152500,1160,5,17979,4,14,0,2,5,6,1968,1968,9,3,4,1,5,785,1113,1,5,1,5,1,0,3,1,4,6,1,1,257,3,81,2
98000,1092,6,1477,4,13,3,5,6,9,1970,2007,5,3,4,1,6,358,546,1,5,1,5,2,1,3,1,3,6,6,0,0,0,187,0
81000,630,6,1890,4,13,3,6,4,7,1972,1972,5,3,4,1,5,495,630,1,4,1,5,1,0,1,1,3,3,6,0,0,0,88,0
113000,988,5,21750,4,14,0,2,5,5,1954,1954,6,3,3,1,1,0,988,1,5,1,4,1,0,2,1,3,4,1,2,520,3,0,0
128500,816,5,6490,4,14,0,2,5,7,1983,1983,13,3,4,1,6,534,816,1,5,1,5,1,0,2,1,3,4,1,1,264,3,315,2
119500,923,5,6951,4,14,0,2,5,5,1984,1985,6,3,3,1,5,658,876,1,3,1,5,1,0,3,1,3,5,1,1,264,3,362,3
130500,816,5,6600,4,14,0,2,5,9,1982,2008,13,4,4,1,5,641,816,1,5,1,5,1,0,3,1,4,5,1,1,264,3,0,3
138000,816,5,6600,4,14,0,2,5,8,1982,2003,6,3,4,2,6,816,816,1,5,1,5,1,0,2,1,3,4,5,2,816,3,0,0
134500,845,5,6600,4,14,0,2,5,6,1982,2005,6,3,3,1,6,638,845,1,4,1,5,1,0,3,1,4,6,1,1,264,3,0,0
160000,1750,5,12508,4,14,0,0,6,7,1940,1985,13,3,3,1,5,660,983,1,5,1,5,2,0,4,1,3,7,1,1,423,3,245,0
137500,889,5,12395,4,14,0,2,5,6,1984,1984,6,3,3,1,5,647,864,1,3,1,5,1,0,3,1,3,6,1,2,484,3,0,0
172000,1968,5,11075,4,14,0,5,5,4,1969,1969,6,3,3,1,5,562,784,1,5,1,5,2,1,4,1,3,7,1,2,530,3,305,3
103000,1836,3,56600,4,11,0,4,5,1,1900,1950,14,3,3,0,1,0,686,1,5,1,5,2,0,4,1,3,7,5,1,288,3,0,0
167300,1587,5,10667,4,15,0,2,6,6,1971,1971,8,3,3,1,4,838,1587,1,3,1,5,2,0,3,1,3,7,1,2,525,3,0,0
167000,1277,5,10628,4,15,0,2,7,5,1970,1970,9,3,4,1,6,778,1277,1,3,1,5,1,0,2,1,3,5,1,2,526,3,0,2
244000,2223,5,13651,4,15,0,2,7,6,1973,1973,9,3,4,1,5,1880,2223,1,5,1,5,2,0,3,1,3,8,1,2,516,3,300,0
268000,2217,5,15865,4,15,0,2,8,6,1970,1970,14,4,4,2,5,351,2217,1,5,1,5,2,0,4,1,4,8,1,2,621,3,81,0
225000,1733,5,12394,4,8,0,5,7,5,2003,2003,13,4,3,2,1,0,847,1,5,1,5,2,1,3,1,4,7,3,2,433,3,100,0
168000,1572,5,10364,4,8,0,5,6,5,1995,1996,8,3,3,2,1,0,806,1,4,1,5,2,1,3,1,3,7,3,2,373,3,0,0
177000,1470,5,13869,4,8,0,5,6,6,1997,1997,13,3,3,2,6,182,794,1,4,1,5,2,0,3,1,3,6,1,2,388,3,0,0
169000,1600,5,8773,4,8,0,5,6,5,1997,1997,13,3,3,2,1,0,916,1,4,1,5,2,1,3,1,3,7,1,2,460,3,100,0
161500,1384,5,8872,4,8,0,7,6,5,1997,1997,13,3,3,2,1,0,384,1,4,1,5,2,1,3,1,3,7,3,2,390,3,0,0
251000,1652,5,5330,4,25,4,2,8,5,2000,2000,5,4,3,2,6,1196,1494,1,5,1,5,2,0,2,1,5,6,1,2,499,3,96,0
160000,1694,5,10147,4,8,0,7,6,5,1994,1994,6,3,3,2,2,186,392,1,4,1,5,2,1,3,1,3,7,3,2,398,3,256,3
180000,1714,5,8637,4,8,0,5,6,5,1999,2000,13,3,3,2,5,871,923,1,4,1,5,2,1,3,1,3,7,1,2,451,3,256,0
178750,1553,5,7875,4,8,0,5,7,5,1996,1996,6,4,3,2,3,414,691,1,4,1,5,2,1,3,1,4,6,1,2,420,3,0,0
176000,1253,5,7875,4,8,0,2,7,5,1995,1996,6,3,3,2,1,0,1237,1,4,1,5,2,0,3,1,3,6,1,2,402,3,220,0
204000,2299,5,7500,4,8,0,5,6,5,1999,2003,13,3,3,2,1,0,938,1,5,1,5,3,1,5,1,3,7,1,2,482,3,188,0
160000,1187,5,9556,4,8,0,2,7,5,1992,1993,6,3,3,2,1,0,1168,1,4,1,5,2,0,3,1,4,6,1,2,420,3,0,0
160000,1472,5,10784,4,8,0,7,7,5,1991,1992,6,4,3,2,1,0,384,1,4,1,5,2,1,3,1,4,7,1,2,402,3,164,0
163900,1482,5,9125,4,8,0,7,7,5,1992,1992,6,3,3,2,1,0,384,1,4,1,5,2,1,3,1,4,7,1,2,392,3,100,0
168000,1642,5,7655,4,8,0,5,6,5,1993,1994,6,3,3,2,1,0,903,1,4,1,5,2,1,3,1,3,7,1,2,392,3,290,0
154204,1128,5,18160,4,8,0,2,6,6,1964,1964,6,3,3,1,4,550,1302,1,2,1,5,1,0,3,1,3,6,1,2,480,3,0,3
170000,1088,5,3696,4,25,4,2,8,5,1986,1986,6,4,3,1,1,0,1074,1,5,1,5,1,1,2,1,4,5,1,2,461,3,0,0
